[21-Jul-2017 00:53:24 UTC] PHP Strict Standards:  call_user_func_array() expects parameter 1 to be a valid callback, non-static method GFPMoreStripe::gform_form_list_columns() should not be called statically in /home/marcgrat/staging/2/wp-includes/class-wp-hook.php on line 298
[21-Jul-2017 00:53:24 UTC] PHP Strict Standards:  Non-static method GFPMoreStripe::get_all_stripe_feeds() should not be called statically in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/more-stripe.php on line 1791
[21-Jul-2017 00:53:24 UTC] PHP Strict Standards:  call_user_func_array() expects parameter 1 to be a valid callback, non-static method GFPMoreStripe::gform_form_list_column_stripe() should not be called statically in /home/marcgrat/staging/2/wp-includes/class-wp-hook.php on line 298
[21-Jul-2017 00:53:28 UTC] PHP Strict Standards:  call_user_func_array() expects parameter 1 to be a valid callback, non-static method GFReadyClassesAddon::render_editor_js() should not be called statically in /home/marcgrat/staging/2/wp-includes/class-wp-hook.php on line 298
[21-Jul-2017 00:53:28 UTC] PHP Strict Standards:  Non-static method GFAddonCommon::get_base_url() should not be called statically in /home/marcgrat/staging/2/wp-content/plugins/gravity-forms-css-ready-selector/gf-readyclasses-addon.php on line 59
[21-Jul-2017 00:55:56 UTC] PHP Strict Standards:  call_user_func_array() expects parameter 1 to be a valid callback, non-static method GFReadyClassesAddon::render_editor_js() should not be called statically in /home/marcgrat/staging/2/wp-includes/class-wp-hook.php on line 298
[21-Jul-2017 00:55:56 UTC] PHP Strict Standards:  Non-static method GFAddonCommon::get_base_url() should not be called statically in /home/marcgrat/staging/2/wp-content/plugins/gravity-forms-css-ready-selector/gf-readyclasses-addon.php on line 59
[21-Jul-2017 00:58:07 UTC] PHP Strict Standards:  call_user_func_array() expects parameter 1 to be a valid callback, non-static method GFReadyClassesAddon::render_editor_js() should not be called statically in /home/marcgrat/staging/2/wp-includes/class-wp-hook.php on line 298
[21-Jul-2017 00:58:07 UTC] PHP Strict Standards:  Non-static method GFAddonCommon::get_base_url() should not be called statically in /home/marcgrat/staging/2/wp-content/plugins/gravity-forms-css-ready-selector/gf-readyclasses-addon.php on line 59
[21-Jul-2017 01:06:02 UTC] PHP Strict Standards:  call_user_func_array() expects parameter 1 to be a valid callback, non-static method GFReadyClassesAddon::render_editor_js() should not be called statically in /home/marcgrat/staging/2/wp-includes/class-wp-hook.php on line 298
[21-Jul-2017 01:06:02 UTC] PHP Strict Standards:  Non-static method GFAddonCommon::get_base_url() should not be called statically in /home/marcgrat/staging/2/wp-content/plugins/gravity-forms-css-ready-selector/gf-readyclasses-addon.php on line 59
[21-Jul-2017 01:07:42 UTC] PHP Notice:  unserialize(): Error at offset 0 of 362 bytes in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 168
[21-Jul-2017 01:07:42 UTC] PHP Notice:  Undefined index: is_valid_key in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 170
[21-Jul-2017 01:07:42 UTC] PHP Notice:  Undefined index: version in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 171
[21-Jul-2017 01:07:42 UTC] PHP Notice:  Undefined index: package in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 172
[21-Jul-2017 01:07:42 UTC] PHP Notice:  Undefined index: version_details in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 173
[21-Jul-2017 01:07:43 UTC] PHP Notice:  unserialize(): Error at offset 0 of 362 bytes in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 168
[21-Jul-2017 01:07:43 UTC] PHP Notice:  Undefined index: is_valid_key in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 170
[21-Jul-2017 01:07:43 UTC] PHP Notice:  Undefined index: version in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 171
[21-Jul-2017 01:07:43 UTC] PHP Notice:  Undefined index: package in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 172
[21-Jul-2017 01:07:43 UTC] PHP Notice:  Undefined index: version_details in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 173
[21-Jul-2017 01:07:44 UTC] PHP Notice:  unserialize(): Error at offset 0 of 362 bytes in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 168
[21-Jul-2017 01:07:44 UTC] PHP Notice:  Undefined index: is_valid_key in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 170
[21-Jul-2017 01:07:44 UTC] PHP Notice:  Undefined index: version in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 171
[21-Jul-2017 01:07:44 UTC] PHP Notice:  Undefined index: package in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 172
[21-Jul-2017 01:07:44 UTC] PHP Notice:  Undefined index: version_details in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 173
[21-Jul-2017 01:07:44 UTC] PHP Notice:  unserialize(): Error at offset 0 of 362 bytes in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 168
[21-Jul-2017 01:07:44 UTC] PHP Notice:  Undefined index: is_valid_key in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 170
[21-Jul-2017 01:07:44 UTC] PHP Notice:  Undefined index: version in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 171
[21-Jul-2017 01:07:44 UTC] PHP Notice:  Undefined index: package in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 172
[21-Jul-2017 01:07:44 UTC] PHP Notice:  Undefined index: version_details in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 173
[21-Jul-2017 01:07:49 UTC] PHP Notice:  unserialize(): Error at offset 0 of 362 bytes in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 168
[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: is_valid_key in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 170
[21-Jul-2017 01:07:49 UTC] PHP Notice:  Undefined index: version in /home/marcgrat/staging/2/wp-content/plugins/gravityforms-stripe-more/plugin-upgrade.php on line 171
